ID,Similarity,A,B
5273,2.1670186794,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Require the user to enter additional information for assets valued at a system configured dollar value.
5274,2.0673121399,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
5275,2.4308117045,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
5276,1.4597807107,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Prevent freight charges on invoices that have FOB destination terms.
5277,2.6902197765,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
5278,0.9180716675,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide link to document management stored documents.
5279,1.8906863849,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
5280,1.9864263926,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
5281,2.010344005,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
5282,0.9060756904,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Accept inbound payment requests through an open interface.
5283,2.5528989754,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.","Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
5284,1.6677007675,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
5285,1.6551487619,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Produce payment registers.
5286,2.1201117124,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
5287,2.0729785306,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.","Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
5288,2.2005439329,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Process invoices and payment from prior periods and properly update general ledger with proper authority.
5289,2.1240590229,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow for the release of payment vouchers to payment processing by the following: Batch.
5290,2.2489688293,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow for the release of payment vouchers to payment processing by the following: Document.
5291,2.5664784953,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow for the release of payment vouchers to payment processing by the following: Individual line item.
5292,1.4913260594,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Track the last warrant number.
5293,2.9255555271,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
5294,2.8415108536,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.","Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
5295,2.4596066487,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
5296,1.6272258641,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide the ability to consolidate payments across agencies.
5297,2.5241412853,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
5298,2.7949190992,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
5299,1.9870328583,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Provide an indicator on an invoice to not consolidate payment across agencies.
5300,2.5077845457,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements.",Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
5301,2.6683315558,Provide on line review of unpaid invoices by vendor and/or date.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
5302,1.5090404601,Provide on line review of unpaid invoices by vendor and/or date.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
5303,0.9861761877,Provide on line review of unpaid invoices by vendor and/or date.,Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
5304,1.1229523859,Provide on line review of unpaid invoices by vendor and/or date.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
5305,1.2475457931,Provide on line review of unpaid invoices by vendor and/or date.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
5306,1.1653822812,Provide on line review of unpaid invoices by vendor and/or date.,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
5307,1.4550935155,Provide on line review of unpaid invoices by vendor and/or date.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
5308,1.0058685843,Provide on line review of unpaid invoices by vendor and/or date.,"Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
5309,2.053812903,Provide on line review of unpaid invoices by vendor and/or date.,Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
5310,0.7498433299,Provide on line review of unpaid invoices by vendor and/or date.,Automatically reduce an encumbrance when an expenditure transaction is entered.
5311,2.4494676366,Provide on line review of unpaid invoices by vendor and/or date.,Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
5312,1.4545020521,Provide on line review of unpaid invoices by vendor and/or date.,Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
5313,2.3743063158,Provide on line review of unpaid invoices by vendor and/or date.,"Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
5314,0.5615610788,Provide on line review of unpaid invoices by vendor and/or date.,Accommodate the recording of: Pre-encumbered encumbrances.
5315,0.957571741,Provide on line review of unpaid invoices by vendor and/or date.,Accommodate the recording of: Non pre-encumbered encumbrances.
5316,1.8032500283,Provide on line review of unpaid invoices by vendor and/or date.,"Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
5317,2.3011136417,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
5318,2.0497337039,Provide on line review of unpaid invoices by vendor and/or date.,Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
5319,1.1343323206,Provide on line review of unpaid invoices by vendor and/or date.,Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
5320,1.5223958471,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to flag an appropriation account so that no payments can be disbursed.
5321,2.3779764432,Provide on line review of unpaid invoices by vendor and/or date.,"For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
5322,0.8019458368,Provide on line review of unpaid invoices by vendor and/or date.,"Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
5323,1.1380993528,Provide on line review of unpaid invoices by vendor and/or date.,Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
5324,1.8962183072,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
5325,1.1894181992,Provide on line review of unpaid invoices by vendor and/or date.,Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
5326,1.7793757341,Provide on line review of unpaid invoices by vendor and/or date.,"Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
5327,1.2898066749,Provide on line review of unpaid invoices by vendor and/or date.,Establish recurring payments with an end date when leases are recorded.
5328,0.5567103534,Provide on line review of unpaid invoices by vendor and/or date.,Establish lease liabilities by fiscal year or accounting period.
5329,0.8923881177,Provide on line review of unpaid invoices by vendor and/or date.,"Process prepaid expenses (i.e., advanced payment, travel, etc.)."
5330,2.3119709951,Provide on line review of unpaid invoices by vendor and/or date.,Provide standard payment terms at the vendor level or individual payment terms at the payment level.
5331,1.3578704331,Provide on line review of unpaid invoices by vendor and/or date.,Generate accrual transactions for goods and services received and not invoiced by period end (month end and year-end).
5332,1.9472244082,Provide on line review of unpaid invoices by vendor and/or date.,"Establish liability when goods are received. Functionality will include relieving the liability when paid, even if a discount is taken."
5333,2.9410690671,Provide on line review of unpaid invoices by vendor and/or date.,Support the ability to electronically notify vendors of payment data availability through vendor self service.
5334,3.0055404618,Provide on line review of unpaid invoices by vendor and/or date.,Provide a flag on the vendor master that indicates the W-9 information is current.
5335,2.4308843491,Provide on line review of unpaid invoices by vendor and/or date.,Support the ability for a vendor to update W-9 and direct deposit information via self service using Web access.
5336,1.9521099918,Provide on line review of unpaid invoices by vendor and/or date.,"Allow for payment method options as an override by invoice with proper authority. Example, a county may be required to have a  check payment for a specific invoice, but could have an ACH payment for another. The application should allow for a variety of  payment options based upon invoice not exclusively by payee. ."
5337,0.7514727454,Provide on line review of unpaid invoices by vendor and/or date.,Support CCD and CTX transactions to allow greater payment detail to the payee and financial institution.
5338,1.232483041,Provide on line review of unpaid invoices by vendor and/or date.,Provide standard interfaces for document imaging.
5339,1.8081536537,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to change the due date so that invoices are paid with proper authority.
5340,1.9507114939,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to put an invoice on hold so that it is not paid.
5341,2.5897292533,Provide on line review of unpaid invoices by vendor and/or date.,"Allow the storage of a due date, discount date and discount percentage."
5342,1.3703372081,Provide on line review of unpaid invoices by vendor and/or date.,Allow the allocation of an invoice amount to various accounts according to a percentage of the invoice amount.
5343,2.6729737581,Provide on line review of unpaid invoices by vendor and/or date.,Accept memo information related to an invoice (including the vendor invoice number) and pass that information along to the  vendor in the form of a remittance advice associated with a warrant or ACH payment.
5344,2.5989106561,Provide on line review of unpaid invoices by vendor and/or date.,Provide chart of account number distribution changes at the line item level on: Requisition.
5345,2.6660085465,Provide on line review of unpaid invoices by vendor and/or date.,Provide chart of account number distribution changes at the line item level on: PO.
5346,2.6381898197,Provide on line review of unpaid invoices by vendor and/or date.,Provide chart of account number distribution changes at the line item level on: Invoice.
5347,2.9318586648,Provide on line review of unpaid invoices by vendor and/or date.,Provide chart of account number distribution changes at the line item level on: Payment documents.
5348,0.5413083666,Provide on line review of unpaid invoices by vendor and/or date.,Allow changes to account number distribution after a partial payment has been made.
5349,1.229072086,Provide on line review of unpaid invoices by vendor and/or date.,Allow changes to vendor mailing address after a partial payment has been made.
5350,0.896659186,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to reverse an unpaid payment invoice.
5351,0.4612044445,Provide on line review of unpaid invoices by vendor and/or date.,Allow an invoice payment to be charged to multiple funds.
5352,1.2027921141,Provide on line review of unpaid invoices by vendor and/or date.,"Allow users the ability to save, retrieve, and update invoice transactions by payee."
5353,0.7494414402,Provide on line review of unpaid invoices by vendor and/or date.,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements."
5355,0.706095662,Provide on line review of unpaid invoices by vendor and/or date.,Associate multiple payment vouchers with a single purchase order.
5356,1.090397815,Provide on line review of unpaid invoices by vendor and/or date.,"Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
5357,0.2023101074,Provide on line review of unpaid invoices by vendor and/or date.,Prevent duplicate payment voucher numbers.
5358,0.5989947537,Provide on line review of unpaid invoices by vendor and/or date.,Allow users to drill down to all purchase order information on-line during payment voucher processing.
5359,2.8410420369,Provide on line review of unpaid invoices by vendor and/or date.,"Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
5360,1.9999421823,Provide on line review of unpaid invoices by vendor and/or date.,Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
5361,2.1883185976,Provide on line review of unpaid invoices by vendor and/or date.,Provide ability to flag invoices for additional workflow approval upon entry.
5362,1.5803998897,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
5363,1.3536900398,Provide on line review of unpaid invoices by vendor and/or date.,Allow for the input of invoice receipt date.
5364,0.9970971959,Provide on line review of unpaid invoices by vendor and/or date.,"Automatically generate payments based on three way matching (invoice, receipt, PO)."
5365,1.194927594,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to associate a payment with matching purchase documentation and receiving information.
5366,0.9818612645,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
5367,1.4241573387,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
5368,2.0831973519,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
5369,1.6772065615,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
5370,0.9341779789,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
5371,1.1526582488,Provide on line review of unpaid invoices by vendor and/or date.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
5372,2.7026243372,Provide on line review of unpaid invoices by vendor and/or date.,"Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
5373,2.0303600204,Provide on line review of unpaid invoices by vendor and/or date.,Require the user to enter additional information for assets valued at a system configured dollar value.
5374,1.219482906,Provide on line review of unpaid invoices by vendor and/or date.,Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
5375,1.3981982011,Provide on line review of unpaid invoices by vendor and/or date.,Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
5376,1.8373386243,Provide on line review of unpaid invoices by vendor and/or date.,Prevent freight charges on invoices that have FOB destination terms.
5377,2.507368488,Provide on line review of unpaid invoices by vendor and/or date.,Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
5378,1.5980413766,Provide on line review of unpaid invoices by vendor and/or date.,Provide link to document management stored documents.
5379,2.0179836597,Provide on line review of unpaid invoices by vendor and/or date.,Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
5380,2.7810227342,Provide on line review of unpaid invoices by vendor and/or date.,Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
5381,1.6573665033,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
5382,0.401276589,Provide on line review of unpaid invoices by vendor and/or date.,Accept inbound payment requests through an open interface.
5383,1.3316377179,Provide on line review of unpaid invoices by vendor and/or date.,"Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
5384,0.6716363987,Provide on line review of unpaid invoices by vendor and/or date.,Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
5385,1.2847718936,Provide on line review of unpaid invoices by vendor and/or date.,Produce payment registers.
5386,1.2421943294,Provide on line review of unpaid invoices by vendor and/or date.,Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
5387,1.6912584035,Provide on line review of unpaid invoices by vendor and/or date.,"Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
5388,1.4695318737,Provide on line review of unpaid invoices by vendor and/or date.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
5389,0.551413202,Provide on line review of unpaid invoices by vendor and/or date.,Allow for the release of payment vouchers to payment processing by the following: Batch.
5390,0.5223134673,Provide on line review of unpaid invoices by vendor and/or date.,Allow for the release of payment vouchers to payment processing by the following: Document.
5391,0.9845481139,Provide on line review of unpaid invoices by vendor and/or date.,Allow for the release of payment vouchers to payment processing by the following: Individual line item.
5392,1.2111037119,Provide on line review of unpaid invoices by vendor and/or date.,Track the last warrant number.
5393,1.7912658948,Provide on line review of unpaid invoices by vendor and/or date.,Provide for late payments charges which can be calculated based on a State defined period interest rate applied to the overdue  balance.
5394,3.3682387654,Provide on line review of unpaid invoices by vendor and/or date.,"Provide automatic inclusion of credits and penalties within invoices for late delivery, untimely warranty service, and other  predefined violations of contract terms and conditions."
5395,1.3490670543,Provide on line review of unpaid invoices by vendor and/or date.,Override invoices rejected for services performed past contract end date to allow payment with penalty for late services.
5396,1.4310845555,Provide on line review of unpaid invoices by vendor and/or date.,Provide the ability to consolidate payments across agencies.
5397,1.5347701528,Provide on line review of unpaid invoices by vendor and/or date.,Allow users the option to not consolidate payments by type of payment method (i.e. consolidate checks but not EFT).
5398,2.7062920546,Provide on line review of unpaid invoices by vendor and/or date.,Allow the option for a vendor to specify whether or not to consolidate payments by type of payment method (i.e. consolidate  checks but not EFT).
5399,1.3876786302,Provide on line review of unpaid invoices by vendor and/or date.,Provide an indicator on an invoice to not consolidate payment across agencies.
5400,0.4316089704,Provide on line review of unpaid invoices by vendor and/or date.,Prevent payment processing (warrants or direct deposits) until authorized personnel release payment voucher records.
5401,2.2202789268,Associate multiple payment vouchers with a single purchase order.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
5402,1.9004230547,Associate multiple payment vouchers with a single purchase order.,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
5403,2.065589931,Associate multiple payment vouchers with a single purchase order.,Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
5404,1.3850396999,Associate multiple payment vouchers with a single purchase order.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
5405,1.8986733706,Associate multiple payment vouchers with a single purchase order.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
5406,2.1961259513,Associate multiple payment vouchers with a single purchase order.,"Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
5407,1.6593589733,Associate multiple payment vouchers with a single purchase order.,Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
5408,1.5569824496,Associate multiple payment vouchers with a single purchase order.,"Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
5409,1.1173781742,Associate multiple payment vouchers with a single purchase order.,Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
5410,1.2521703474,Associate multiple payment vouchers with a single purchase order.,Automatically reduce an encumbrance when an expenditure transaction is entered.
5411,1.4158102632,Associate multiple payment vouchers with a single purchase order.,Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
5412,0.9310578624,Associate multiple payment vouchers with a single purchase order.,Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
5413,2.0505210737,Associate multiple payment vouchers with a single purchase order.,"Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
5414,0.7849253222,Associate multiple payment vouchers with a single purchase order.,Accommodate the recording of: Pre-encumbered encumbrances.
5415,0.7989219149,Associate multiple payment vouchers with a single purchase order.,Accommodate the recording of: Non pre-encumbered encumbrances.
5416,2.3914358686,Associate multiple payment vouchers with a single purchase order.,"Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
5417,2.2137314537,Associate multiple payment vouchers with a single purchase order.,Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
5418,2.1060103168,Associate multiple payment vouchers with a single purchase order.,Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
5419,1.2332181921,Associate multiple payment vouchers with a single purchase order.,Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
5420,2.1513705802,Associate multiple payment vouchers with a single purchase order.,Provide the ability to flag an appropriation account so that no payments can be disbursed.
5421,2.3805648521,Associate multiple payment vouchers with a single purchase order.,"For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
5422,1.7459206815,Associate multiple payment vouchers with a single purchase order.,"Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
5423,1.5107741834,Associate multiple payment vouchers with a single purchase order.,Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
5424,2.3867818403,Associate multiple payment vouchers with a single purchase order.,Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
5425,1.9151234486,Associate multiple payment vouchers with a single purchase order.,Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
5426,2.1804059532,Associate multiple payment vouchers with a single purchase order.,"Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
5427,1.6922458902,Associate multiple payment vouchers with a single purchase order.,Establish recurring payments with an end date when leases are recorded.
5428,0.7366021534,Associate multiple payment vouchers with a single purchase order.,Establish lease liabilities by fiscal year or accounting period.
5429,0.509529439,Associate multiple payment vouchers with a single purchase order.,"Process prepaid expenses (i.e., advanced payment, travel, etc.)."
5430,1.8925580434,Associate multiple payment vouchers with a single purchase order.,Provide standard payment terms at the vendor level or individual payment terms at the payment level.
5431,1.3370385662,Associate multiple payment vouchers with a single purchase order.,Generate accrual transactions for goods and services received and not invoiced by period end (month end and year-end).
5432,0.7433299124,Associate multiple payment vouchers with a single purchase order.,"Establish liability when goods are received. Functionality will include relieving the liability when paid, even if a discount is taken."
5433,2.3860566718,Associate multiple payment vouchers with a single purchase order.,Support the ability to electronically notify vendors of payment data availability through vendor self service.
5434,1.5552811966,Associate multiple payment vouchers with a single purchase order.,Provide a flag on the vendor master that indicates the W-9 information is current.
5435,2.020560961,Associate multiple payment vouchers with a single purchase order.,Support the ability for a vendor to update W-9 and direct deposit information via self service using Web access.
5436,1.8061674939,Associate multiple payment vouchers with a single purchase order.,"Allow for payment method options as an override by invoice with proper authority. Example, a county may be required to have a  check payment for a specific invoice, but could have an ACH payment for another. The application should allow for a variety of  payment options based upon invoice not exclusively by payee. ."
5437,1.9162182913,Associate multiple payment vouchers with a single purchase order.,Support CCD and CTX transactions to allow greater payment detail to the payee and financial institution.
5438,1.3629088285,Associate multiple payment vouchers with a single purchase order.,Provide standard interfaces for document imaging.
5439,2.1268215992,Associate multiple payment vouchers with a single purchase order.,Provide the ability to change the due date so that invoices are paid with proper authority.
5440,1.9094904961,Associate multiple payment vouchers with a single purchase order.,Provide the ability to put an invoice on hold so that it is not paid.
5441,1.3063631419,Associate multiple payment vouchers with a single purchase order.,"Allow the storage of a due date, discount date and discount percentage."
5442,1.1320210699,Associate multiple payment vouchers with a single purchase order.,Allow the allocation of an invoice amount to various accounts according to a percentage of the invoice amount.
5443,2.0437229296,Associate multiple payment vouchers with a single purchase order.,Accept memo information related to an invoice (including the vendor invoice number) and pass that information along to the  vendor in the form of a remittance advice associated with a warrant or ACH payment.
5444,1.319683776,Associate multiple payment vouchers with a single purchase order.,Provide chart of account number distribution changes at the line item level on: Requisition.
5445,1.3818259988,Associate multiple payment vouchers with a single purchase order.,Provide chart of account number distribution changes at the line item level on: PO.
5446,1.3040327672,Associate multiple payment vouchers with a single purchase order.,Provide chart of account number distribution changes at the line item level on: Invoice.
5447,1.5394475992,Associate multiple payment vouchers with a single purchase order.,Provide chart of account number distribution changes at the line item level on: Payment documents.
5448,1.7811085997,Associate multiple payment vouchers with a single purchase order.,Allow changes to account number distribution after a partial payment has been made.
5449,1.0607743452,Associate multiple payment vouchers with a single purchase order.,Allow changes to vendor mailing address after a partial payment has been made.
5450,0.8578151734,Associate multiple payment vouchers with a single purchase order.,Provide the ability to reverse an unpaid payment invoice.
5451,1.8069880339,Associate multiple payment vouchers with a single purchase order.,Allow an invoice payment to be charged to multiple funds.
5452,1.6063657587,Associate multiple payment vouchers with a single purchase order.,"Allow users the ability to save, retrieve, and update invoice transactions by payee."
5453,2.0499764112,Associate multiple payment vouchers with a single purchase order.,"Track and report daily, weekly, or monthly future payment requirement schedules (cash requirements reporting) for  disbursements."
5454,0.6587774055,Associate multiple payment vouchers with a single purchase order.,Provide on line review of unpaid invoices by vendor and/or date.
5456,1.7358363387,Associate multiple payment vouchers with a single purchase order.,"Provide for automatically generated unique payment voucher numbers for each agency, with override capabilities."
5457,0.9635096788,Associate multiple payment vouchers with a single purchase order.,Prevent duplicate payment voucher numbers.
5458,1.6395460825,Associate multiple payment vouchers with a single purchase order.,Allow users to drill down to all purchase order information on-line during payment voucher processing.
5459,2.4352700397,Associate multiple payment vouchers with a single purchase order.,"Provide the ability to control payments in excess of encumbered amounts by user-defined tolerance limits for each type of  encumbrance (e.g., 10% or $50 over encumbrance amount) provided sufficient spending authority exists."
5460,2.1237147555,Associate multiple payment vouchers with a single purchase order.,Automatically calculate invoice due date based on invoice date or a user-specified date (such as 30 days from the date of  receipt) and payment terms and schedules optimum payment date based on that calculation.
5461,1.2280320466,Associate multiple payment vouchers with a single purchase order.,Provide ability to flag invoices for additional workflow approval upon entry.
5462,1.4067709489,Associate multiple payment vouchers with a single purchase order.,Provide the ability to indicate whether payment is final or partial upon entry of the invoice.
5463,0.8309606673,Associate multiple payment vouchers with a single purchase order.,Allow for the input of invoice receipt date.
5464,1.1980224896,Associate multiple payment vouchers with a single purchase order.,"Automatically generate payments based on three way matching (invoice, receipt, PO)."
5465,2.3080971518,Associate multiple payment vouchers with a single purchase order.,Provide the ability to associate a payment with matching purchase documentation and receiving information.
5466,1.5188781268,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between purchase order, invoice and receiving document: Unit price variances."
5467,1.7213273136,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between purchase order, invoice and receiving document: Quantity received vs. quantity ordered vs.  quantity invoiced."
5468,1.6398323689,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between purchase order, invoice and receiving document: Extended value of the PO vs. extended value  of the invoice."
5469,2.0731589288,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Hourly rate for  services (i.e., consulting, contracted personnel services, etc.)."
5470,1.3635915977,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Deliverables."
