ID,Similarity,A,B
4820,2.2257667426,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",4 Provide ability to upload data using standard file format.
4821,1.8718356824,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to create user-defined screens for cashiers.
4822,2.0108096503,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to require a valid operator code in order to process a receipt.
4823,2.970495838,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","6 Provide ability to define system security by register at various levels (e.g., clerk, manager, etc.) depending on the function being  performed."
4824,3.2567113469,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to generate a customer receipt as well as an internal transaction tape for each transaction processed. The internal  transaction tape will be used to balance the drawer at the end of the day.
4825,2.4247117002,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Transaction Time.
4826,2.4866445972,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Transaction Date.
4827,2.3970636795,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Cashier.
4828,2.4138959586,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Location.
4829,2.3463447555,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Register Number.
4830,2.5860699055,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",6 Provide ability to capture the following on each customer receipt: Payment Type/Method (multiple lines).
4831,3.6203277182,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billing status."
4832,3.6034933814,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billed and unbilled charges."
4833,3.5955650622,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Delinquent accounts and referrals of delinquent accounts and bankrupt  customers."
4834,3.658342966,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Receivables tracking."
4835,3.6039089134,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Long-term receivables."
4836,3.7015068032,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Memo billing status."
4837,2.9822739984,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",7 Provide ability to query all invoice/adjustments for a single customer online and print the information queried.
4838,2.1965328509,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",7 Provide ability to report and print customer activity by customer type.
4839,3.3033437823,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability to generate reports of invoices billed, paid, or voided with a user-defined timeframe. Also, the system provides the  Provide ability to generate a report of all outstanding invoices on a given date by chart of account elements."
4840,3.1699727928,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","7 Provide ability for aging analysis of outstanding accounts receivable based upon user-defined aging buckets (e.g., 30, 60, 90,  120, and greater than 120 days) using the original invoice date and current system date or a user-specified date."
4841,2.6671028963,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.",8 Provide ability to enter and maintain fixed asset records online and properly accounts for assets in accordance with the State's  chart of accounts.
4842,3.2048373805,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Capitalize assets based upon a user-specified criteria, including amount threshold by asset type."
4843,3.2964644964,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Track assets (non-capitalized items) that are not to be capitalized per State policy but have been deemed to  be secured by State or department policy (e.g., mobile phones, digital cameras, guns)."
4844,2.4883889202,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 Allow on-line modifications, without technical intervention, of asset capitalization and control rules per State and agency policy,  as necessary (i.e., no hard coding of rules)."
4845,1.7095140823,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Additions."
4846,2.110832333,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information."
4847,1.5331154682,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft."
4848,2.377185665,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Reverse previous transactions,  including depreciation."
4849,1.7497608159,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Transfers."
4850,1.6076898985,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","8 At a minimum, system performs the following Asset Management functions, with proper security: Inquiries."
4851,2.8533715126,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provides full integration with General Ledger, Procurement, and Accounts Payable to carry forward relevant purchasing,  descriptive, invoice and accounting information as a starting point for recording the asset."
4852,3.0021942027,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Land."
4853,2.9651557605,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Buildings."
4854,3.0122318564,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Building Improvements."
4855,2.9263092199,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Leasehold improvements."
4856,3.0500549247,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Equipment."
4857,2.8838327124,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Communication equipment."
4858,3.0876825938,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Furniture and fixtures."
4859,2.9422136779,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Vehicles."
4860,2.9875492879,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Date received.","9 Provide ability to track the following categories of assets, including, but not limited to: Trailers."
4861,3.172626051,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Purchases by vendor (i.e., by invoice, purchase order / contract number, purchase item, budget unit)."
4862,3.1210945458,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account."
4863,2.4000235377,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: One or more receiver documents.
4864,2.3330611015,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Purchase order (Encumbering  Document).
4865,2.3913330844,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Contract or other encumbering  documents.
4866,2.4009434319,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Account number (credit card  account, electric bill account)."
4867,2.1842665146,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Produce an accounts payable aging report or inquiry according to user defined aging fields: Invoice.
4868,1.6760477032,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","0 Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
4869,3.3891671962,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
4870,0.9152544494,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",0 Automatically reduce an encumbrance when an expenditure transaction is entered.
4871,3.2914340074,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Provide ability to integrate billing, accounts receivable, and cash receipting functions with other relevant modules, including but  not limited to: asset management, accounts payable, general ledger, project accounting, and grant modules."
4872,3.2412404093,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",1 Provide ability to enter all Chart of Account elements on any type of transaction within the revenue/receivables module and apply  all edits and validations against those elements or combinations thereof.
4873,3.0008057179,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Calculate and include sales tax on all relevant revenue transactions based on an external file of applicable regional (state, city, or  county) taxes provided by the Department of Revenue, as well as accommodating additional tax types (e.g., stadium, tourist,  premium resort, exposition, hotel/motel)."
4874,2.3898578348,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",1 Monitor collection dates and generate workflow transactions or notifications based on user-defined criteria.
4875,2.0826034303,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Maintain an audit trail of all billing, accounts receivable, and cash receipting activity."
4876,1.6148142955,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Record billings, accounts receivables, and cash receipts."
4877,2.5994132389,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
4878,1.9830674082,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","1 Provide an audit trail on all transactions, including user ID, date, and time."
4879,1.8929232439,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",1 Establish default account distributions for each receivable.
4880,2.1755531392,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
4881,2.6427736605,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
4882,2.1501062877,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",2 Provide ability to create user-defined customer types.
4883,2.4225953601,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","2 Provide ability to bill, track and collect for 'one-time' customers."
4884,2.162661231,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
4885,1.8819886511,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
4886,3.7098001885,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
4887,3.786094667,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
4888,3.5943365435,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: At least 20 user- definable fields per customer."
4889,2.9321715591,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",2 Provide ability to capture and retain a tax ID number associated with receivable customers.
4890,2.4911259689,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",2 Provide ability to prevent duplicate customer numbers based on user-defined criteria.
4891,3.6806068609,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Enter multiple invoice lines per invoice."
4892,3.6097423613,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Track, at minimum: item, description (up to 256 characters), quantity, unit cost, unit of measure, and  extended amount."
4893,3.7219626073,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Default item unit cost and any applicable tax associated with the service code."
4894,3.7967734046,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Automatically extend invoice lines, apply any taxes, and sum into the invoice total."
4895,3.5816397248,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Invoice Number."
4896,3.4206806531,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Sales Order Number."
4897,3.5210380824,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: PO Number."
4898,3.4425416677,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Customer Information, including name, address and number."
4899,3.6225789917,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",3 Provide ability for multiple user-defined tax percentages to be defined by item to be used in calculating the customer invoice total.
4900,3.4298891486,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",3 Provide ability to override sales tax on invoices for tax exempt customers for the total invoice or individual line items on the  revenue transaction.
4901,2.9263872434,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to classify receivables and payables by type in order to determine which are qualified to be included in the Setoff  Program.
4902,2.8080273015,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to specify a hierarchy for which receivables/payables to offset first.
4903,3.215826607,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to specify rules for amount that is to be charged for each collection by the Department of Administration for the  Setoff Program.
4904,1.9708016709,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to match payables to aged receivables for Setoff processing.
4905,2.1776912225,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to net receivables against payables with payables balance (if applicable) to continue for payment processing.
4906,2.9233849351,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to flag and/or release payables that are not eligible for setoff processing.
4907,3.1393192388,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","4 Provide ability to notify the appropriate payable agency/department, receivable agency/department, and the debtor/vendor of the  setoff transaction."
4908,3.0844608854,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to specify details of the receivables and payables on each billing statement.
4909,2.9338400549,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability for notification to debtor/vendor regarding set-off transaction including details and remaining debt balance.
4910,2.4628091774,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",4 Provide ability to upload data using standard file format.
4911,2.1927169277,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to create user-defined screens for cashiers.
4912,2.0883224772,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to require a valid operator code in order to process a receipt.
4913,3.1907118873,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","6 Provide ability to define system security by register at various levels (e.g., clerk, manager, etc.) depending on the function being  performed."
4914,3.541350897,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to generate a customer receipt as well as an internal transaction tape for each transaction processed. The internal  transaction tape will be used to balance the drawer at the end of the day.
4915,2.7228668641,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Transaction Time.
4916,2.8360368116,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Transaction Date.
4917,2.6732563568,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Cashier.
4918,2.7073233233,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Location.
4919,2.650770794,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Register Number.
4920,2.8579190636,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",6 Provide ability to capture the following on each customer receipt: Payment Type/Method (multiple lines).
4921,3.82465214,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billing status."
4922,3.7959733689,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Billed and unbilled charges."
4923,3.8014844117,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Delinquent accounts and referrals of delinquent accounts and bankrupt  customers."
4924,3.8530773775,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Receivables tracking."
4925,3.7992022734,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Long-term receivables."
4926,3.9037433466,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate various user-defined reports, based on any data field within the invoice and all chart of account  elements, including but not limited to the following: Memo billing status."
4927,3.062647465,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",7 Provide ability to query all invoice/adjustments for a single customer online and print the information queried.
4928,2.4937507868,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",7 Provide ability to report and print customer activity by customer type.
4929,3.6114221803,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability to generate reports of invoices billed, paid, or voided with a user-defined timeframe. Also, the system provides the  Provide ability to generate a report of all outstanding invoices on a given date by chart of account elements."
4930,3.308524565,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","7 Provide ability for aging analysis of outstanding accounts receivable based upon user-defined aging buckets (e.g., 30, 60, 90,  120, and greater than 120 days) using the original invoice date and current system date or a user-specified date."
4931,3.0386691715,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.",8 Provide ability to enter and maintain fixed asset records online and properly accounts for assets in accordance with the State's  chart of accounts.
4932,3.3953417846,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Capitalize assets based upon a user-specified criteria, including amount threshold by asset type."
4933,3.5562464475,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 Provide ability to maintain pertinent data on both capitalized and non-capitalized assets, which can be either portable or non- portable as follows: Track assets (non-capitalized items) that are not to be capitalized per State policy but have been deemed to  be secured by State or department policy (e.g., mobile phones, digital cameras, guns)."
4934,2.7593219851,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 Allow on-line modifications, without technical intervention, of asset capitalization and control rules per State and agency policy,  as necessary (i.e., no hard coding of rules)."
4935,1.8058280477,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 At a minimum, system performs the following Asset Management functions, with proper security: Additions."
4936,2.2611464693,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 At a minimum, system performs the following Asset Management functions, with proper security: Changes to all asset  information."
4937,1.6294367056,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 At a minimum, system performs the following Asset Management functions, with proper security: Deletions/Disposals/Theft."
4938,2.325934414,"5 Provide ability to record the receipt amount to the correct account upon entry of the receipt transaction. The data elements  include, but are not limited to, the following: Name/ID of person collecting monies.","8 At a minimum, system performs the following Asset Management functions, with proper security: Reverse previous transactions,  including depreciation."
